id	label	description	url	x	y	cluster	weight<Links>	weight<Citations>	weight<Norm. citations>	score<Pub. year>	score<Citations>	score<Norm. citations>
3009	qing gu (2010)	"<table><tr><td>Authors:</td><td>qing gu; patricia lago</td></tr><tr><td>Title:</td><td>service identification methods: a systematic literature review</td></tr><tr><td>Source:</td><td>lecture notes in computer science, 6481, 37-50</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"	https://doi.org/10.1007/978-3-642-17694-4_4	0.2176	-0.142	23	2	37	0.5317	2010	37	0.5317
3023	pamela danese (2018)	"<table><tr><td>Authors:</td><td>pamela danese; valeria manfe; pietro romano</td></tr><tr><td>Title:</td><td>a systematic literature review on recent lean research: state‐of‐the‐art and future directions</td></tr><tr><td>Source:</td><td>international journal of management reviews, 20(2), 579-605</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1111/ijmr.12156	-0.5387	-0.4312	6	2	45	5.0919	2018	45	5.0919
3040	angelo natalicchio (2017)	"<table><tr><td>Authors:</td><td>angelo natalicchio; lorenzo ardito; tommaso savino; vito albino</td></tr><tr><td>Title:</td><td>managing knowledge assets for open innovation: a systematic literature review</td></tr><tr><td>Source:</td><td>journal of knowledge management, 21(6), 1362-1383</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1108/jkm-11-2016-0516	-0.5946	0.0272	10	2	73	4.9691	2017	73	4.9691
3060	david isern (2016)	"<table><tr><td>Authors:</td><td>david isern; antonio moreno</td></tr><tr><td>Title:</td><td>a systematic literature review of agents applied in healthcare</td></tr><tr><td>Source:</td><td>journal of medical systems, 40(2), 1-14</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1007/s10916-015-0376-2	0.27	0.4095	24	2	38	2.0788	2016	38	2.0788
3091	maureen s golan (2020)	"<table><tr><td>Authors:</td><td>maureen s golan; laura h jernegan; igor linkov</td></tr><tr><td>Title:</td><td>trends and applications of resilience analytics in supply chain modeling: systematic literature review in the context of the covid-19 pandemic.</td></tr><tr><td>Source:</td><td>environment systems and decisions, 40(2), 1-22</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1007/s10669-020-09777-w	-0.837	-0.0534	3	2	21	15.4094	2020	21	15.4094
3160	stylianos sergis (2017)	"<table><tr><td>Authors:</td><td>stylianos sergis; demetrios g sampson</td></tr><tr><td>Title:</td><td>teaching and learning analytics to support teacher inquiry: a systematic literature review</td></tr><tr><td>Source:</td><td>learning analytics: fundaments, applications, and trends, 25-63</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1007/978-3-319-52977-6_2	1.2171	-0.2179	34	2	29	1.974	2017	29	1.974
3202	gloria ejehiohen iyawa (2016)	"<table><tr><td>Authors:</td><td>gloria ejehiohen iyawa; marlien herselman; adele botha</td></tr><tr><td>Title:</td><td>digital health innovation ecosystems: from systematic literature review to conceptual framework</td></tr><tr><td>Source:</td><td>procedia computer science, 100, 244-252</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1016/j.procs.2016.09.149	0.1573	-0.3131	11	2	28	1.5317	2016	28	1.5317
3219	thyago tenrio (2016)	"<table><tr><td>Authors:</td><td>thyago tenrio; ig ibert bittencourt; seiji isotani; alan pedro da silva</td></tr><tr><td>Title:</td><td>does peer assessment in on-line learning environments work? a systematic review of the literature</td></tr><tr><td>Source:</td><td>computers in human behavior, 64, 94-107</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1016/j.chb.2016.06.020	0.6562	-0.1378	17	4	25	1.3676	2016	25	1.3676
3227	sascha kraus (2020)	"<table><tr><td>Authors:</td><td>sascha kraus; matthias breier; sonia dasirodriguez</td></tr><tr><td>Title:</td><td>the art of crafting a systematic literature review in entrepreneurship research</td></tr><tr><td>Source:</td><td>international entrepreneurship and management journal, 16(3), 1023-1042</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1007/s11365-020-00635-4	-0.318	-0.0293	10	3	39	28.6175	2020	39	28.6175
3228	maira marques (2019)	"<table><tr><td>Authors:</td><td>maira marques; jocelyn simmonds; pedro o rossel; maria cecilia bastarrica</td></tr><tr><td>Title:</td><td>software product line evolution: a systematic literature review</td></tr><tr><td>Source:</td><td>information & software technology, 105(105), 190-208</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1016/j.infsof.2018.08.014	0.594	0.0601	15	3	19	4.0403	2019	19	4.0403
3239	kacie c a blackman (2013)	"<table><tr><td>Authors:</td><td>kacie c a blackman; jamie m zoellner; leanna m berrey; ramine alexander; jason fanning; jennie l hill; paul a estabrooks</td></tr><tr><td>Title:</td><td>assessing the internal and external validity of mobile health physical activity promotion interventions: a systematic literature review using the re-aim framework</td></tr><tr><td>Source:</td><td>journal of medical internet research, 15(10), 2745</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"	https://doi.org/10.2196/jmir.2745	1.1315	0.959	20	2	46	1.1434	2013	46	1.1434
3314	rony oosteromcalo (2012)	"<table><tr><td>Authors:</td><td>rony oosteromcalo; a j van ballegooijen; caroline b terwee; s j te velde; ingeborg a brouwer; tiny jaarsma; johannes brug</td></tr><tr><td>Title:</td><td>determinants of heart failure self-care: a systematic literature review.</td></tr><tr><td>Source:</td><td>heart failure reviews, 17(3), 367-385</td></tr><tr><td>Year:</td><td>2012</td></tr></table>"	https://doi.org/10.1007/s10741-011-9292-9	0.8477	-0.9516	28	2	53	1.1621	2012	53	1.1621
3344	xiangling zhang (2020)	"<table><tr><td>Authors:</td><td>xiangling zhang; ahmed tlili; fabio nascimbeni; daniel burgos; ronghuai huang; tingwen chang; mohamed jemni; mohamed koutheair khribi</td></tr><tr><td>Title:</td><td>accessibility within open educational resources and practices for disabled learners: a systematic literature review</td></tr><tr><td>Source:</td><td>smart learning environments, 7(1), 1-19</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1186/s40561-019-0113-2	-0.0776	0.2136	22	2	11	8.0716	2020	11	8.0716
3345	ahmad sami alshamayleh (2018)	"<table><tr><td>Authors:</td><td>ahmad sami alshamayleh; rodina ahmad; mohammad a m abushariah; khubaib amjad alam; nazean jomhari</td></tr><tr><td>Title:</td><td>a systematic literature review on vision based gesture recognition techniques</td></tr><tr><td>Source:</td><td>multimedia tools and applications, 77(21), 28121-28184</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1007/s11042-018-5971-z	0.4869	-0.1192	17	2	18	2.0368	2018	18	2.0368
3370	timothy y tseng (2008)	"<table><tr><td>Authors:</td><td>timothy y tseng; philipp dahm; rudolf w poolman; glenn m preminger; benjamin j canales; victor m montori</td></tr><tr><td>Title:</td><td>how to use a systematic literature review and meta-analysis.</td></tr><tr><td>Source:</td><td>the journal of urology, 180(4), 1249-1256</td></tr><tr><td>Year:</td><td>2008</td></tr></table>"	https://doi.org/10.1016/j.juro.2008.06.046	1.398	0.4861	31	2	34	0.3625	2008	34	0.3625
3381	rabia latif (2014b)	"<table><tr><td>Authors:</td><td>rabia latif; haider abbas; said assar</td></tr><tr><td>Title:</td><td>distributed denial of service (ddos) attack in cloud- assisted wireless body area networks: a systematic literature review</td></tr><tr><td>Source:</td><td>journal of medical systems, 38(11), 1-10</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.1007/s10916-014-0128-8	0.3907	0.2585	7	3	29	0.9768	2014	29	0.9768
3396	sara mahdavihezavehi (2017)	"<table><tr><td>Authors:</td><td>sara mahdavihezavehi; vinicius h s durelli; danny weyns; paris avgeriou</td></tr><tr><td>Title:</td><td>a systematic literature review on methods that handle multiple quality attributes in architecture-based self-adaptive systems</td></tr><tr><td>Source:</td><td>information & software technology, 90(90), 1-26</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1016/j.infsof.2017.03.013	0.5286	-0.2349	30	5	26	1.7698	2017	26	1.7698
3406	danny weyns (2013)	"<table><tr><td>Authors:</td><td>danny weyns; tanvir ahmad</td></tr><tr><td>Title:</td><td>claims and evidence for architecture-based self-adaptation: a systematic literature review</td></tr><tr><td>Source:</td><td>european conference on software architecture, 7957, 249-265</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"	https://doi.org/10.1007/978-3-642-39031-9_22	0.5338	-0.2435	30	1	39	0.9694	2013	39	0.9694
3408	siffat ullah khan (2009a)	"<table><tr><td>Authors:</td><td>siffat ullah khan; mahmood niazi; rashid ahmad</td></tr><tr><td>Title:</td><td>critical success factors for offshore software development outsourcing vendors: a systematic literature review</td></tr><tr><td>Source:</td><td>international conference on global software engineering, 207-216</td></tr><tr><td>Year:</td><td>2009</td></tr></table>"	https://doi.org/10.1109/icgse.2009.28	0.9279	0.071	2	4	58	0.8066	2009	58	0.8066
3446	thomas johnsen (2017)	"<table><tr><td>Authors:</td><td>thomas johnsen; joe miemczyk; mickey howard</td></tr><tr><td>Title:</td><td>a systematic literature review of sustainable purchasing and supply research: theoretical perspectives and opportunities for imp-based research</td></tr><tr><td>Source:</td><td>industrial marketing management, 61, 130-143</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1016/j.indmarman.2016.03.003	-1.0156	-0.2577	18	3	57	3.88	2017	57	3.88
3467	igor steinmacher (2013)	"<table><tr><td>Authors:</td><td>igor steinmacher; ana paula chaves; marco aurelio gerosa</td></tr><tr><td>Title:</td><td>awareness support in distributed software development: a systematic review and mapping of the literature</td></tr><tr><td>Source:</td><td>conference on computer supported cooperative work, 22(2), 113-158</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"	https://doi.org/10.1007/s10606-012-9164-4	0.849	-0.1367	8	2	46	1.1434	2013	46	1.1434
3495	laurence b mccullough (2007)	"<table><tr><td>Authors:</td><td>laurence b mccullough; john h coverdale; frank a chervenak</td></tr><tr><td>Title:</td><td>constructing a systematic review for argument-based clinical ethics literature: the example of concealed medications.</td></tr><tr><td>Source:</td><td>journal of medicine and philosophy, 32(1), 65-76</td></tr><tr><td>Year:</td><td>2007</td></tr></table>"	https://doi.org/10.1080/03605310601152206	-0.594	1.1446	5	5	49	0.5371	2007	49	0.5371
3552	piera centobelli (2020)	"<table><tr><td>Authors:</td><td>piera centobelli; roberto cerchione; davide chiaroni; pasquale del vecchio; andrea urbinati</td></tr><tr><td>Title:</td><td>designing business models in circular economy: a systematic literature review and research agenda</td></tr><tr><td>Source:</td><td>business strategy and the environment, 29(4), 1734-1749</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1002/bse.2466	-0.6183	-0.0602	1	2	32	23.4811	2020	32	23.4811
3558	petra heck (2018)	"<table><tr><td>Authors:</td><td>petra heck; andy zaidman</td></tr><tr><td>Title:</td><td>a systematic literature review on quality criteria for agile requirements specifications</td></tr><tr><td>Source:</td><td>software quality journal, 26(1), 127-160</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1007/s11219-016-9336-4	0.9413	-0.066	2	3	19	2.1499	2018	19	2.1499
3588	johann piet hausberg (2019)	"<table><tr><td>Authors:</td><td>johann piet hausberg; kirsten lierenetheler; sven packmohr; stefanie pakura; kristin vogelsang</td></tr><tr><td>Title:</td><td>research streams on digital transformation from a holistic business perspective: a systematic literature review and citation network analysis</td></tr><tr><td>Source:</td><td>journal of business economics, 89(8), 931-963</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1007/s11573-019-00956-z	-0.2127	0.2168	22	1	12	2.5518	2019	12	2.5518
3595	katja tuma (2018)	"<table><tr><td>Authors:</td><td>katja tuma; gul calikli; riccardo scandariato</td></tr><tr><td>Title:</td><td>threat analysis of software systems: a systematic literature review</td></tr><tr><td>Source:</td><td>journal of systems and software, 144, 275-294</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1016/j.jss.2018.06.073	0.4098	0.2695	7	2	21	2.3762	2018	21	2.3762
3606	barbara kitchenham (2010)	"<table><tr><td>Authors:</td><td>barbara kitchenham; pearl brereton; mark turner; mahmood niazi; stephen linkman; rialette pretorius; david budgen</td></tr><tr><td>Title:</td><td>refining the systematic literature review process--two participant-observer case studies</td></tr><tr><td>Source:</td><td>empirical software engineering, 15(6), 618-653</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"	https://doi.org/10.1007/s10664-010-9134-8	0.4712	-0.0755	9	10	50	0.7185	2010	50	0.7185
3608	sonia afrooz (2017)	"<table><tr><td>Authors:</td><td>sonia afrooz; nima jafari navimipour</td></tr><tr><td>Title:</td><td>memory designing using quantum-dot cellular automata: systematic literature review, classification and current trends</td></tr><tr><td>Source:</td><td>journal of circuits, systems, and computers, 26(12), 1730004</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1142/s0218126617300045	-0.4037	0.3584	12	9	37	2.5186	2017	37	2.5186
3649	luigi aldieri (2019)	"<table><tr><td>Authors:</td><td>luigi aldieri; fabio carlucci; concetto paolo vinci; tan yigitcanlar</td></tr><tr><td>Title:</td><td>environmental innovation, knowledge spillovers and policy implications: a systematic review of the economic effects literature</td></tr><tr><td>Source:</td><td>journal of cleaner production, 239, 118051</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1016/j.jclepro.2019.118051	-0.6123	-0.5042	19	3	37	7.868	2019	37	7.868
3674	philipp osterrieder (2020)	"<table><tr><td>Authors:</td><td>philipp osterrieder; lukas budde; thomas friedli</td></tr><tr><td>Title:</td><td>the smart factory as a key construct of industry 4.0: a systematic literature review</td></tr><tr><td>Source:</td><td>international journal of production economics, 221, 107476</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1016/j.ijpe.2019.08.011	-0.727	0.0321	3	4	21	15.4094	2020	21	15.4094
3677	tejaswi materla (2019)	"<table><tr><td>Authors:</td><td>tejaswi materla; elizabeth a cudney; jiju antony</td></tr><tr><td>Title:</td><td>the application of kano model in the healthcare industry: a systematic literature review</td></tr><tr><td>Source:</td><td>total quality management & business excellence, 30, 660-681</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1080/14783363.2017.1328980	-0.2916	-0.2717	14	2	27	5.7415	2019	27	5.7415
3685	mya sherman (2016)	"<table><tr><td>Authors:</td><td>mya sherman; lea berrangford; shuaib lwasa; james d ford; didacus b namanya; alejandro llanoscuentas; michelle maillet; sherilee l harper</td></tr><tr><td>Title:</td><td>drawing the line between adaptation and development: a systematic literature review of planned adaptation in developing countries</td></tr><tr><td>Source:</td><td>wiley interdisciplinary reviews: climate change, 7(5), 707-726</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1002/wcc.416	1.2303	-0.0441	27	3	35	1.9147	2016	35	1.9147
3732	adiel teixeira de almeida (2017)	"<table><tr><td>Authors:</td><td>adiel teixeira de almeida; marcelo hazin alencar; thalles vitelli garcez; rodrigo jose pires ferreira</td></tr><tr><td>Title:</td><td>a systematic literature review of multicriteria and multi-objective models applied in risk management</td></tr><tr><td>Source:</td><td>ima journal of management mathematics, 28(2), 153-184</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1093/imaman/dpw021	0.5516	-0.0646	23	2	29	1.974	2017	29	1.974
3733	muhammad salman habib (2016)	"<table><tr><td>Authors:</td><td>muhammad salman habib; young hae lee; muhammad saad memon</td></tr><tr><td>Title:</td><td>mathematical models in humanitarian supply chain management: a systematic literature review</td></tr><tr><td>Source:</td><td>mathematical problems in engineering, 2016, 1-20</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1155/2016/3212095	-0.6015	-0.1729	26	2	36	1.9694	2016	36	1.9694
3738	wanrong zhang (2017)	"<table><tr><td>Authors:</td><td>wanrong zhang; sujit banerji</td></tr><tr><td>Title:</td><td>challenges of servitization: a systematic literature review</td></tr><tr><td>Source:</td><td>industrial marketing management, 65, 217-227</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1016/j.indmarman.2017.06.003	-0.6786	-0.1504	1	4	45	3.0632	2017	45	3.0632
3751	joakim kembro (2014)	"<table><tr><td>Authors:</td><td>joakim kembro; kostas selviaridis; dag naslund</td></tr><tr><td>Title:</td><td>theoretical perspectives on information sharing in supply chains: a systematic literature review and conceptual framework</td></tr><tr><td>Source:</td><td>supply chain management, 19, 609-625</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.1108/scm-12-2013-0460	-0.8095	-0.0508	3	2	64	2.1556	2014	64	2.1556
3771	c h glock (2017)	"<table><tr><td>Authors:</td><td>c h glock; e h grosse; j m ries</td></tr><tr><td>Title:</td><td>decision support models for supplier development: systematic literature review and research agenda</td></tr><tr><td>Source:</td><td>international journal of production economics, 193, 798-812</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1016/j.ijpe.2017.08.025	-0.8173	-0.2152	26	2	36	2.4505	2017	36	2.4505
3772	muhammad mustafa kamal (2014)	"<table><tr><td>Authors:</td><td>muhammad mustafa kamal; zahir irani</td></tr><tr><td>Title:</td><td>analysing supply chain integration through a systematic literature review: a normative perspective</td></tr><tr><td>Source:</td><td>supply chain management, 19, 523-557</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.1108/scm-12-2013-0491	-0.7384	-0.0658	3	4	60	2.0209	2014	60	2.0209
3807	roberto merli (2020)	"<table><tr><td>Authors:</td><td>roberto merli; michele preziosi; alessia acampora; maria claudia lucchetti; elisabetta petrucci</td></tr><tr><td>Title:</td><td>recycled fibers in reinforced concrete: a systematic literature review</td></tr><tr><td>Source:</td><td>journal of cleaner production, 248, 119207</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1016/j.jclepro.2019.119207	-0.6466	-0.3229	1	2	22	16.1432	2020	22	16.1432
3812	hossein ahmadi (2019)	"<table><tr><td>Authors:</td><td>hossein ahmadi; goli arji; leila shahmoradi; reza safdari; mehrbakhsh nilashi; mojtaba alizadeh</td></tr><tr><td>Title:</td><td>the application of internet of things in healthcare: a systematic literature review and classification</td></tr><tr><td>Source:</td><td>universal access in the information society, 18(4), 837-869</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1007/s10209-018-0618-4	0.427	-0.4779	11	3	28	5.9541	2019	28	5.9541
3827	luana bonome message costa (2018)	"<table><tr><td>Authors:</td><td>luana bonome message costa; moacir godinho filho; lawrence d fredendall; fernando jose gomez paredes</td></tr><tr><td>Title:</td><td>lean, six sigma and lean six sigma in the food industry: a systematic literature review</td></tr><tr><td>Source:</td><td>trends in food science and technology, 82, 122-133</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1016/j.tifs.2018.10.002	-0.525	-0.0943	6	2	23	2.6025	2018	23	2.6025
3889	syed salleh (2017)	"<table><tr><td>Authors:</td><td>syed salleh; praveen thokala; alan brennan; ruby hughes; andrew booth</td></tr><tr><td>Title:</td><td>simulation modelling in healthcare: an umbrella review of systematic literature reviews</td></tr><tr><td>Source:</td><td>pharmacoeconomics, 35(9), 937-949</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1007/s40273-017-0523-3	0.2783	0.4137	24	2	21	1.4295	2017	21	1.4295
3900	jon iden (2017)	"<table><tr><td>Authors:</td><td>jon iden; leif b methlie; gunnar e christensen</td></tr><tr><td>Title:</td><td>the nature of strategic foresight research: a systematic literature review</td></tr><tr><td>Source:</td><td>technological forecasting and social change, 116, 87-97</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1016/j.techfore.2016.11.002	-0.3936	0.161	10	3	41	2.7909	2017	41	2.7909
3933	salama a mostafa (2019)	"<table><tr><td>Authors:</td><td>salama a mostafa; mohd sharifuddin ahmad; aida mustapha</td></tr><tr><td>Title:</td><td>adjustable autonomy: a systematic literature review</td></tr><tr><td>Source:</td><td>artificial intelligence review, 51(2), 149-186</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1007/s10462-017-9560-8	-0.0742	0.4061	29	3	25	5.3162	2019	25	5.3162
3936	paulo rodrigues (2018)	"<table><tr><td>Authors:</td><td>paulo rodrigues; jasper crokaert; chris gastmans</td></tr><tr><td>Title:</td><td>palliative sedation for existential suffering: a systematic review of argument-based ethics literature</td></tr><tr><td>Source:</td><td>journal of pain and symptom management, 55(6), 1577-1590</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1016/j.jpainsymman.2018.01.013	-0.5513	1.0171	5	2	19	2.1499	2018	19	2.1499
3943	terese besker (2016)	"<table><tr><td>Authors:</td><td>terese besker; antonio martini; jan bosch</td></tr><tr><td>Title:</td><td>a systematic literature review and a unified model of atd</td></tr><tr><td>Source:</td><td>software engineering and advanced applications, 189-197</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1109/seaa.2016.42	0.2902	0.0872	36	2	17	0.93	2016	17	0.93
3983	paolo rosa (2019)	"<table><tr><td>Authors:</td><td>paolo rosa; claudio sassanelli; sergio terzi</td></tr><tr><td>Title:</td><td>towards circular business models: a systematic literature review on classification frameworks and archetypes</td></tr><tr><td>Source:</td><td>journal of cleaner production, 236, 117696</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1016/j.jclepro.2019.117696	-0.5522	-0.3154	21	3	37	7.868	2019	37	7.868
3988	jelena nakic (2015)	"<table><tr><td>Authors:</td><td>jelena nakic; andrina granic; vlado glavinic</td></tr><tr><td>Title:</td><td>anatomy of student models in adaptive learning systems : a systematic literature review of individual differences from 2001 to 2013</td></tr><tr><td>Source:</td><td>journal of educational computing research, 51(4), 459-489</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.2190/ec.51.4.e	0.3136	0.0342	16	1	27	1.0188	2015	27	1.0188
3995	chloe shinae kim (2018)	"<table><tr><td>Authors:</td><td>chloe shinae kim; blake hui bai; peter beomcheol kim; kaye chon</td></tr><tr><td>Title:</td><td>review of reviews: a systematic analysis of review papers in the hospitality and tourism literature</td></tr><tr><td>Source:</td><td>international journal of hospitality management, 70, 49-58</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1016/j.ijhm.2017.10.023	-0.2314	0.204	22	1	30	3.3946	2018	30	3.3946
4034	ciaran mcfadden (2015)	"<table><tr><td>Authors:</td><td>ciaran mcfadden</td></tr><tr><td>Title:</td><td>lesbian, gay, bisexual, and transgender careers and human resource development: a systematic literature review</td></tr><tr><td>Source:</td><td>human resource development review, 14(2), 125-162</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1177/1534484314549456	-0.952	0.3086	4	2	48	1.8112	2015	48	1.8112
4046	lieslot mahieu (2015)	"<table><tr><td>Authors:</td><td>lieslot mahieu; chris gastmans</td></tr><tr><td>Title:</td><td>older residents’ perspectives on aged sexuality in institutionalized elderly care: a systematic literature review</td></tr><tr><td>Source:</td><td>international journal of nursing studies, 52(12), 1891-1905</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1016/j.ijnurstu.2015.07.007	-0.6048	1.1618	5	1	29	1.0943	2015	29	1.0943
4070	shiksha kushwah (2019)	"<table><tr><td>Authors:</td><td>shiksha kushwah; amandeep dhir; mahim sagar; bhumika gupta</td></tr><tr><td>Title:</td><td>determinants of organic food consumption. a systematic literature review on motives and barriers.</td></tr><tr><td>Source:</td><td>appetite, 143, 104402</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1016/j.appet.2019.104402	-0.4233	0.5525	5	3	27	5.7415	2019	27	5.7415
4085	shuai yang (2017)	"<table><tr><td>Authors:</td><td>shuai yang; yiping song; siliang tong</td></tr><tr><td>Title:</td><td>sustainable retailing in the fashion industry: a systematic literature review</td></tr><tr><td>Source:</td><td>sustainability, 9(7), 1266</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.3390/su9071266	-1.112	-0.284	18	4	39	2.6547	2017	39	2.6547
4087	mia landauer (2015)	"<table><tr><td>Authors:</td><td>mia landauer; sirkku juhola; maria soderholm</td></tr><tr><td>Title:</td><td>inter-relationships between adaptation and mitigation: a systematic literature review</td></tr><tr><td>Source:</td><td>climatic change, 131(4), 505-517</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1007/s10584-015-1395-1	-0.0351	-0.3865	9	1	36	1.3584	2015	36	1.3584
4088	andrea caputo (2018)	"<table><tr><td>Authors:</td><td>andrea caputo; giacomo marzi; massimiliano matteo pellegrini; riccardo rialti</td></tr><tr><td>Title:</td><td>conflict management in family businesses: a bibliometric analysis and systematic literature review</td></tr><tr><td>Source:</td><td>international journal of conflict management, 29(4), 519-542</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1108/ijcma-02-2018-0027	-1.3781	-0.3533	18	3	41	4.6393	2018	41	4.6393
4163	stefan schneider (2013)	"<table><tr><td>Authors:</td><td>stefan schneider; richard torkar; tony gorschek</td></tr><tr><td>Title:</td><td>solutions in global software engineering: a systematic literature review</td></tr><tr><td>Source:</td><td>international journal of information management, 33(1), 119-132</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"	https://doi.org/10.1016/j.ijinfomgt.2012.06.002	0.912	0.0006	2	5	33	0.8203	2013	33	0.8203
4210	marios stanitsas (2019)	"<table><tr><td>Authors:</td><td>marios stanitsas; konstantinos kirytopoulos; elise vareilles</td></tr><tr><td>Title:</td><td>facilitating sustainability transition through serious games: a systematic literature review</td></tr><tr><td>Source:</td><td>journal of cleaner production, 208, 924-936</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1016/j.jclepro.2018.10.157	-0.5161	-0.3519	14	3	19	4.0403	2019	19	4.0403
4233	fatemeh alyari (2018)	"<table><tr><td>Authors:</td><td>fatemeh alyari; nima jafari navimipour</td></tr><tr><td>Title:</td><td>recommender systems: a systematic review of the state of the art literature and suggestions for future research</td></tr><tr><td>Source:</td><td>kybernetes, 47(5), 985-1017</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1108/k-06-2017-0196	-0.3916	0.3157	12	6	24	2.7157	2018	24	2.7157
4256	hardik bhimani (2019)	"<table><tr><td>Authors:</td><td>hardik bhimani; annelaure mention; pierrejean barlatier</td></tr><tr><td>Title:</td><td>social media and innovation: a systematic literature review and future research directions</td></tr><tr><td>Source:</td><td>technological forecasting and social change, 144, 251-269</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1016/j.techfore.2018.10.007	-0.4319	0.1564	10	2	31	6.5921	2019	31	6.5921
4287	mahmood niazi (2013)	"<table><tr><td>Authors:</td><td>mahmood niazi; naveed ikram; muneera bano; salma imtiaz; siffat ullah khan</td></tr><tr><td>Title:</td><td>establishing trust in offshore software outsourcing relationships: an exploratory study using a systematic literature review</td></tr><tr><td>Source:</td><td>iet software, 7(5), 283-293</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"	https://doi.org/10.1049/iet-sen.2012.0136	0.9346	0.1388	2	4	37	0.9197	2013	37	0.9197
4298	annette m oconnor (2014)	"<table><tr><td>Authors:</td><td>annette m oconnor; katherine m anderson; c k goodell; jan m sargeant</td></tr><tr><td>Title:</td><td>conducting systematic reviews of intervention questions i: writing the review protocol, formulating the question and searching the literature</td></tr><tr><td>Source:</td><td>zoonoses and public health, 61, 28-38</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.1111/zph.12125	-0.8237	0.4479	4	2	33	1.1115	2014	33	1.1115
