id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Occurrences>	score<Avg. pub. year>	score<Avg. citations>	score<Avg. norm. citations>
1503	inequality	-0.7757	-0.2201	1	265	422	43	2018.2093	11.5349	2.2275
1504	inequity	-0.7121	0.123	1	132	165	14	2018.7857	3.8571	0.7324
1505	infection	0.0528	0.9087	3	647	1743	106	2019.5377	8.9717	4.7443
1506	infectious disease	-0.166	0.5399	3	234	386	30	2019.2667	3.8667	1.9343
1507	inference engine	-0.1268	-0.4919	1	154	223	31	2003.2258	4.2258	0.393
1508	inference mechanism	-0.0947	-0.4997	1	62	79	14	1997.7143	8.5714	0.7951
1509	inflammation	0.2019	0.8978	3	244	397	24	2019.5	5.9583	1.4078
1510	influencing factor	0.4995	-0.089	2	160	204	23	2017.7826	8.7391	1.3823
1511	informatic	-0.466	0.1943	1	350	553	51	2016.9608	3.3922	2.7158
1512	information age	-0.5278	-0.1122	1	87	109	15	2017.5333	5.1333	0.9141
1513	information exchange	-0.1595	-0.318	1	100	145	15	2008.0667	1	0.3369
1514	information processing	-0.3585	-0.4913	1	250	369	56	2010.0357	4.7679	1.4838
1515	information retrieval	-0.2736	-0.484	1	257	357	42	2004.9762	9.0476	0.7655
1516	information security	-0.3423	-0.4175	1	125	163	26	2018.2308	0.5769	0.1949
1517	information theory	-0.1059	-0.4553	1	139	187	21	2012.3333	14.1429	1.3197
1518	informed consent	-0.665	0.4137	3	162	210	11	2019.5455	3.8182	1.5338
1519	inheritance	-0.1325	-0.4338	1	57	71	13	2001.6923	5	0.5973
1520	inhibition	0.4191	0.3356	4	150	219	19	2015.2632	7.8947	2.5488
1521	inhibitor	0.3704	0.652	3	314	560	41	2016.9512	4.0488	2.0205
1522	initial ph	1.4098	-0.3129	2	108	192	10	2017.2	9.2	1.4035
1523	innovative application	-0.3745	-0.5991	1	136	205	33	2009.3636	4.1515	1.1704
1524	innovative technique	0.0078	-0.2103	1	64	75	11	2011.9091	2.8182	0.3919
1525	innovative way	-0.1676	-0.4725	1	63	73	10	2016.6	1.4	0.265
1526	input	0.4794	-0.1698	2	1808	7518	588	2013.8844	14.3673	1.7546
1527	input combination	1.4452	-0.241	2	157	285	14	2018	32.0714	3.7702
1528	input data	0.7107	-0.1993	2	567	1105	77	2015.9091	10.1429	1.7292
1529	input layer	0.9574	0.0935	2	145	217	14	2014.7857	21.8571	2.8809
1530	input parameter	1.3883	-0.309	2	464	1381	82	2016.3415	11.6463	2.2522
1531	input signal	0.3638	-0.4792	2	92	121	10	2017.7	2.1	0.3318
1532	input variable	1.2193	-0.2592	2	668	1970	108	2016.2315	11	1.9074
1533	input vector	0.6946	-0.322	2	112	153	11	2013.6364	16.4545	1.7349
1534	inquiry	-0.6644	-0.3507	1	214	296	34	2011.7941	9.5294	1.0023
1535	insect	0.4608	-0.3634	2	84	98	12	2012	4.8333	0.7494
1536	inspiration	-0.4138	-0.4431	1	234	329	38	2015.7895	38.7368	2.2363
1537	instructor	-0.4057	-0.5529	1	110	174	23	2011.6087	12.2174	1.1169
1538	insurance	-0.621	0.0433	1	205	263	23	2017.087	2.4783	0.8614
1539	intellect	-0.4263	-0.4049	1	164	234	26	2010.6154	7.6923	1.0704
1540	intellectual property	-0.7798	-0.3502	1	191	295	36	2018.6667	3.0278	0.442
1541	intellectual property law	-0.8884	-0.4234	1	79	102	11	2018.9091	1.0909	0.3461
1542	intelligence	-0.164	-0.121	1	3076	106704	19822	2013.3728	6.726	1.0695
1543	intelligent agent	-0.4239	-0.5768	1	432	782	90	2008.6667	10.6333	0.9487
1544	intelligent behavior	-0.4248	-0.4431	1	294	442	53	2007.5283	6.2453	1.1223
1545	intelligent behaviour	-0.4704	-0.6188	1	71	92	15	2005.2	6.0667	0.5122
1546	intelligent computer	-0.3481	-0.4656	1	103	143	20	1998.25	18.3	1.7349
1547	intelligent control	0.1994	-0.5639	2	137	190	21	2011.0476	5.1905	1.2745
1548	intelligent decision	-0.1241	-0.5158	1	100	124	19	2016.8421	0.8947	0.1329
1549	intelligent decision making	-0.0341	-0.5111	1	83	99	15	2012	11.8667	0.2411
1550	intelligent device	-0.4887	-0.1984	1	73	98	12	2014.6667	3	0.4005
1551	intelligent machine	-0.6263	-0.302	1	460	830	92	2012.1522	38.2174	2.5611
1552	intelligent manufacturing	-0.2936	-0.4131	1	45	61	11	2018.4545	17	2.5345
1553	intelligent method	0.6674	-0.5332	2	260	403	33	2014.9697	15.6667	1.7174
1554	intelligent model	0.9898	-0.4233	2	262	402	23	2017.913	7.6957	1.3661
1555	intelligent robot	-0.3883	-0.5232	1	199	274	28	2009.8929	6.7857	0.6943
1556	intelligent service	-0.2653	-0.3878	1	58	72	11	2017.7273	4.9091	1.0715
1557	intelligent technique	0.3227	-0.3913	2	176	225	23	2015.1739	11.087	1.5116
1558	intelligent technology	-0.2892	-0.3976	1	202	253	34	2016.0588	3.2941	0.573
1559	intelligent transportation system	-0.06	-0.396	1	108	145	18	2017.0556	11.9444	3.192
1560	intelligent tutoring system	-0.4848	-0.4935	1	117	178	23	2004.7391	18.7391	1.4315
1561	intensity	0.583	0.0641	2	475	820	68	2015.8235	7.0294	1.3168
1562	intensive care unit	0.0843	0.7917	3	328	554	31	2014.7419	8.3871	1.2092
1563	intentionality	-0.723	-0.5496	1	101	143	16	2003	2.625	0.4087
1564	inter	-0.0005	0.7513	3	158	229	19	2014.4737	4.1053	1.2349
1565	interactive system	-0.5067	-0.5209	1	72	88	13	2009.6154	8.6923	1.5102
1566	interdisciplinary approach	0.0441	-0.4727	1	142	281	27	2007.1111	2.7037	0.2176
1567	interdisciplinary field	-0.561	-0.3787	1	116	158	17	2009.6471	10.7059	2.9274
1568	interdisciplinary research	-0.4497	-0.3369	1	166	206	19	2017.2105	1.6842	0.2589
1569	intermediary	-0.4942	-0.4135	1	127	139	14	2011.8571	4.1429	0.4917
1570	internal validation	0.2398	1.4165	3	202	323	13	2019.6154	18.8462	4.6684
1571	international conference	-0.4431	-0.4473	1	260	558	95	2010.2316	5.9263	0.5496
1572	international cooperation	-0.4737	-0.3391	1	73	82	10	2015.2	3.2	0.8909
1573	international expert	-0.3897	0.6133	3	144	176	11	2018.6364	21.7273	8.6727
1574	international journal	-0.3851	-0.1495	1	102	121	14	2013.7143	16.0714	3.1506
1575	international law	-0.8642	-0.389	1	136	203	17	2017.7647	6.3529	1.1369
1576	international level	-0.7419	-0.4442	1	76	95	12	2013.5	0.9167	0.1231
1577	international relation	-0.6899	-0.5079	1	56	69	10	2015.2	2.1	0.2787
1578	international workshop	-0.4813	-0.6221	1	74	123	22	2008.9545	0.5455	0.0724
1579	internet technology	-0.3464	-0.1853	1	65	89	13	2015.7692	3.3077	0.3671
1580	interpreter	-0.2375	-0.5629	1	118	152	18	2001.0556	13.2222	1.0279
1581	interruption	0.674	-0.6205	2	120	181	16	2013.1875	3.625	0.3691
1582	interval	0.7223	0.0052	2	545	983	78	2013.7564	5.8974	1.0636
1583	interview	-0.5632	-0.0771	1	571	1043	116	2017.0603	1.8793	0.4931
1584	intrusion	0.2461	-0.2796	2	159	228	22	2015.7727	3.7273	0.6237
1585	intrusion detection	0.0307	-0.4457	2	132	225	25	2015.08	12.28	1.209
1586	intrusion detection system	0.1561	-0.4173	2	136	238	29	2015.5517	10.8621	1.036
1587	intuition	-0.3356	-0.3723	1	291	421	51	2011.2745	32.6863	4.7871
1588	invention	-0.6496	-0.3248	1	453	772	77	2014.4935	9.2078	1.2062
1589	inventor	-0.6487	-0.1079	1	135	169	14	2015.2143	3.4286	0.4219
1590	inverse problem	-0.0292	-0.6041	1	63	77	12	2012.8333	4	0.4477
1591	inverter	0.7573	-0.7399	2	137	261	26	2016.0385	3.8846	0.6554
1592	investigator	-0.256	0.4691	3	273	395	34	2011.7353	11.2647	2.7652
1593	investor	-0.2972	-0.3754	1	256	382	37	2017.2162	3.1622	0.5051
1594	invitation	-0.5398	-0.1755	1	120	140	12	2000	1.6667	0.1742
1595	iot	-0.1054	-0.2716	1	814	1866	210	2019.2571	6.619	2.1886
1596	iot application	-0.0939	-0.3303	1	74	107	14	2019.7857	3.7143	2.089
1597	iot device	-0.1129	-0.1712	1	163	262	24	2019.4167	13.7083	3.7004
1598	iot network	0.0332	-0.3827	1	79	123	11	2019.6364	6.5455	4.3715
1599	iran	1.2484	-0.2087	2	530	1600	88	2017.0568	19.2273	3.2007
1600	iraq	0.9807	-0.1996	2	133	185	11	2018.2727	9.2727	2.2485
1601	irrigation	0.9442	-0.334	2	142	202	16	2014.9375	12.0625	3.0048
1602	isbn	-0.4705	-0.7224	1	153	526	138	1995.7826	3.5	0.3144
1603	issues	-0.5443	-0.4285	1	255	387	63	2012.6667	4.7302	0.8176
1604	italian association	-0.3155	-0.307	1	68	87	10	2016.1	0.2	0.0914
1605	italy	-0.1086	-0.1294	1	279	419	33	2012.5455	4.7576	2.0262
1606	january	0.1302	0.7912	3	721	1881	103	2016.9612	5.6117	1.6064
1607	java	-0.1417	-0.5325	1	96	136	20	2013.15	4.05	0.4373
1608	job	-0.6206	-0.2751	1	734	1605	165	2016.0121	6.6303	1.1138
1609	job loss	-0.8173	-0.1151	1	110	169	14	2018.7857	6.7857	1.64
1610	john mccarthy	-0.547	-0.5292	1	155	221	20	2008.4	26.3	2.2526
1611	joint	0.5718	0.0839	2	265	397	34	2014.8235	3.1765	0.6489
1612	journal article	-0.4966	0.3056	1	150	190	13	2019.2308	1.3846	1.6849
1613	journalism	-0.8904	-0.4476	1	40	60	19	2019	2.8947	0.7486
1614	judge	-0.6922	-0.331	1	214	304	29	2013.9655	4.9655	0.6324
1615	july	-0.2155	0.1605	1	583	1123	80	2011.3625	8.825	1.4428
1616	june	-0.0851	0.3745	3	635	1181	73	2016.2192	6.6575	2.0297
1617	jurisdiction	-0.8353	-0.3491	1	140	194	17	2018.4706	2.2941	0.6325
1618	justice	-0.781	-0.2825	1	343	616	66	2017.1667	5.1515	1.256
1619	justification	-0.7571	-0.3091	1	169	234	27	2007.6296	9.4074	1.9136
1620	k nearest neighbor	0.7221	0.2584	2	349	624	39	2017.7949	8.0513	3.3083
1621	k nn	0.9236	0.1735	2	159	232	16	2016.625	8.6875	1.2579
1622	kappa	0.2897	1.1088	3	280	513	26	2019.4231	13.6923	3.7813
1623	kbs	-0.0411	-0.3809	1	117	155	25	2003.04	8.84	0.8942
1624	kernel	0.5541	0.1022	2	344	567	34	2012.1471	8.0294	1.5165
1625	key area	-0.5334	0.1027	1	85	99	10	2016.2	286.5	21.0345
1626	key concept	-0.4309	-0.2167	1	109	137	18	2016.6667	20.5556	4.5063
1627	key driver	-0.7505	-0.3345	1	91	111	10	2019.6	4.4	1.1141
1628	key enabler	-0.1236	-0.3652	1	74	97	13	2019.3846	20.0769	3.5781
1629	key parameter	0.3191	-0.0908	2	179	217	16	2015.25	3.3125	0.7302
1630	key problem	-0.1383	-0.4637	1	56	68	11	2015.6364	13	2.9778
1631	key technology	-0.2856	-0.2703	1	198	264	36	2017.2222	9.5556	2.2521
1632	keynote	-0.5021	-0.1831	1	99	111	10	2017.2	0.2	0.0259
1633	kgs	-0.0599	-0.5612	1	51	84	12	2017.6667	1.4167	0.2473
1634	kinetic	1.2023	-0.1315	2	163	285	23	2014.2609	5.7826	0.8591
1635	knn	0.6499	0.1367	2	354	612	39	2018.2564	6.6154	2.1332
1636	knowledge acquisition	-0.2739	-0.3584	1	220	316	42	2002.9762	8.0476	0.9976
1637	knowledge engineering	-0.2717	-0.5154	1	185	277	46	1995.3478	20.9565	2.0308
1638	knowledge management system	-0.2248	-0.4503	1	88	105	12	2009.75	9.8333	0.7961
1639	knowledge processing	-0.1527	-0.6442	1	56	69	15	1998.2667	4.0667	0.4288
1640	knowledge representation	-0.2405	-0.5407	1	577	1146	160	2002.9125	8.4	0.9028
1641	korea	-0.3839	-0.1322	1	146	188	20	2018.6	1.4	0.4626
1642	labor market	-0.6514	-0.3921	1	184	315	32	2019.2812	2.8438	0.575
1643	laboratory test	0.4661	0.8776	3	260	414	23	2014.9565	8.1739	1.9046
1644	labour	-0.4737	-0.1694	1	149	205	26	2014.9231	8.8077	0.8039
1645	land use	0.8225	-0.0677	2	137	229	15	2017.3333	20.6	5.3098
1646	landslide	0.7864	-0.1572	2	105	158	13	2018.1538	16	3.3845
1647	language	-0.3175	-0.4315	1	1286	3617	489	2004.09	12.2577	1.0923
1648	language understanding	-0.2573	-0.5193	1	116	138	13	2004.4615	19.6923	1.9317
1649	large quantity	-0.4502	0.4135	3	143	184	15	2017.1333	5.3333	1.4864
1650	large system	0.281	-0.541	2	78	99	14	2003.0714	9.9286	0.7937
1651	large vessel occlusion	0.1432	1.5977	3	64	98	12	2019.5833	3	2.0011
1652	laser	0.6666	-0.0028	2	181	238	18	2015.8333	2.7222	0.705
1653	last century	-0.2734	-0.3007	1	81	94	10	2013.5	5.6	1.7187
1654	latent dirichlet allocation	-0.5444	0.3158	3	122	175	15	2018.9333	3.6667	0.9014
1655	latest development	-0.4904	-0.0669	1	127	147	11	2017.5455	4.8182	2.5126
1656	law	-0.6722	-0.4246	1	1036	3012	388	2015.0902	3.4562	0.6233
1657	law enforcement	-0.8286	-0.422	1	141	211	30	2015.8667	3.6667	0.9177
1658	lawyer	-0.791	-0.3398	1	182	283	30	2015.4	1.6	0.355
1659	lda	-0.2638	0.3222	3	73	100	11	2018.9091	1.8182	0.4538
1660	lead ecg	0.2561	1.4314	3	100	178	12	2019.4167	23.5	5.9254
1661	leader	-0.6412	-0.1667	1	446	778	79	2017.5063	3.0759	0.7768
1662	leadership	-0.6533	-0.0966	1	314	476	50	2017.24	2.32	0.7041
1663	leap	-0.4829	-0.1539	1	222	276	34	2015.6471	8.1765	0.9223
1664	learner	-0.4271	-0.3969	1	290	530	70	2013.9429	5.3714	0.7473
1665	leave	0.3527	0.5956	3	147	205	14	2013.6429	9.2143	0.8461
1666	lecture	-0.5249	-0.2888	1	229	364	38	2011.7895	7.5789	0.6479
1667	lecture note	-1.0634	-1.4896	5	45	319	57	2010.6667	1.193	0.1235
1668	lecture notes	-1.1036	-1.5601	5	34	311	61	2011.459	1.3934	0.1431
1669	legal	-0.8889	-0.2608	1	53	71	15	2011.5333	10.6	0.9591
1670	legal aspect	-0.7764	-0.1805	1	159	212	25	2018.92	2.32	0.6301
1671	legal domain	-0.6535	-0.5128	1	68	101	13	2009.1538	2.5385	0.4814
1672	legal framework	-0.8813	-0.2915	1	204	352	30	2019.2667	1.8667	0.6467
1673	legal issue	-0.796	-0.0678	1	176	245	24	2017.5	4.1667	0.6497
1674	legal personality	-0.8707	-0.4159	1	125	198	23	2018.8261	2.5217	0.3741
1675	legal personhood	-0.8217	-0.5473	1	67	93	12	2019.1667	1.9167	0.5744
1676	legal reasoning	-0.7067	-0.4779	1	78	126	20	1999.9	18.35	1.4999
1677	legal regulation	-0.8283	-0.4654	1	128	250	41	2019.3171	1	0.1609
1678	legal service	-0.7445	-0.3452	1	68	95	10	2016.4	3.7	0.5566
1679	legal status	-0.899	-0.4845	1	130	203	19	2019	1.2105	0.3757
1680	legal system	-0.7532	-0.4256	1	216	341	34	2015.9706	3.7059	0.5069
1681	legislation	-0.7265	-0.2556	1	320	553	54	2018.3333	4.1852	0.9278
1682	legislator	-0.8205	-0.2838	1	88	119	10	2018.9	2.9	0.646
1683	length	0.4319	0.0301	2	764	1707	139	2012.6475	8.6691	1.6539
1684	lense	-0.5361	-0.2424	1	139	197	14	2016.7857	2.9286	0.8572
1685	lesion	-0.0464	1.2654	3	765	2971	177	2018.6215	6.5028	2.2638
1686	lesion detection	-0.3516	1.1905	3	162	254	17	2019.5294	3.1765	1.1642
1687	levenberg marquardt	0.9849	-0.4231	2	166	241	14	2015.3571	8.0714	1.1396
1688	leverage ai	-0.7331	-0.1448	1	73	91	10	2018.9	1.4	0.7546
1689	liability	-0.7807	-0.1831	1	435	824	84	2018.0476	4.3095	0.8759
1690	life science	-0.3963	0.1108	1	105	129	16	2016.9375	3.375	0.6991
1691	likelihood	-0.1034	0.443	3	517	891	57	2015.5614	8.0526	2.7201
1692	limitations	-0.8239	0.0158	1	47	59	12	2009.9167	5.5833	1.6591
1693	linear	0.7401	0.0204	2	364	615	44	2014.6364	15.2045	2.1468
1694	linear model	1.2541	0.0346	2	248	453	23	2018	9.4783	2.3571
1695	linear regression	0.9872	0.0677	2	391	690	42	2017.1905	11.4762	1.8624
1696	linguistic	-0.4875	-0.5983	1	242	392	42	2002.1667	14.4762	1.4477
1697	lisp	-0.2476	-0.6077	1	126	223	37	1992.0811	7.8919	0.5693
1698	literature search	-0.4594	0.7944	3	267	443	24	2018.7917	8.4167	1.6996
1699	literature survey	0.2436	-0.5109	2	105	137	18	2014.2778	45.8889	5.5556
1700	liver	0.1548	0.9399	3	188	258	15	2019	5.1333	1.6238
1701	load	0.7365	-0.4746	2	716	1807	155	2014.9677	8.8516	1.3263
1702	load forecasting	0.744	-0.5409	2	196	330	29	2013	30.931	2.6478
1703	log	0.8651	-0.4627	2	265	595	42	2010.1905	6.4286	0.883
1704	log data	1.4195	-0.4447	2	105	202	14	2012.7857	9.8571	1.4775
1705	logic	-0.3099	-0.5606	1	909	2130	274	2005.562	19.9672	1.5533
1706	logic programming	-0.3278	-0.6666	1	123	211	36	1996.3889	7.0278	0.5418
1707	logical reasoning	-0.6453	-0.4847	1	84	113	12	2011	71.8333	4.491
1708	logistic regression	0.4892	0.6945	3	556	1317	76	2016.9342	8.1316	1.9816
1709	london	-0.4865	-0.5344	1	192	318	59	1999.5254	5.7797	0.6328
1710	long short term memory	0.4932	0.0512	2	188	274	22	2019.6364	2.5	1.4291
1711	long way	-0.5779	-0.4607	1	81	110	11	2011.1818	8	1.1831
1712	low	-0.081	0.0774	3	96	106	12	2011.25	2.8333	0.4944
1713	low power	0.1906	-0.4937	2	63	82	11	2018.7273	2.0909	0.7169
1714	low power consumption	0.1381	-0.5995	2	58	84	11	2017	5	0.6152
1715	low risk	0.1445	1.2222	3	116	152	11	2011.8182	21.4545	5.7634
1716	low value	0.8568	-0.2303	2	128	154	10	2018.8	3.8	0.7768
1717	ls svm	1.3708	-0.1937	2	134	204	12	2016.1667	14.8333	2.3242
1718	lssvm	1.454	-0.2714	2	205	403	24	2017.5417	12.1667	1.9172
1719	lstm	0.5539	-0.129	2	231	357	31	2019.6452	2.871	1.3589
1720	lung	-0.0236	1.1168	3	396	812	37	2019.3514	8.8378	3.4069
1721	lung cancer	-0.0313	1.0617	3	372	761	57	2018.614	2.807	0.6248
1722	lymph node	0.0266	1.2436	3	195	292	18	2018.5	11.5556	2.6338
1723	lymph node metastasis	-0.2234	1.4757	3	87	119	10	2019	5.3	1.3451
1724	machine industry	-0.2448	-0.9966	1	24	60	26	1987.3077	0.0385	0.0021
1725	machine intelligence	-0.5634	-0.4339	1	445	767	79	2011.0127	8.0759	1.1668
1726	machine learning application	-0.7288	0.1865	1	113	134	14	2019.5	6.1429	2.9205
1727	machine learning technique	0.1528	0.3049	3	228	337	29	2017.2414	10.5172	1.2124
1728	machine translation	-0.5157	-0.4592	1	135	187	28	2007.5714	6.2857	0.498
1729	machining	1.0061	-0.4896	2	180	334	30	2011.7667	13.7333	2.009
1730	machining process	0.9255	-0.3789	2	124	213	18	2012.6667	21.6667	2.166
1731	macular degeneration	-0.2745	1.1519	3	237	579	33	2019.4242	9.8182	2.9522
1732	mae	1.3791	-0.0988	2	526	1594	68	2018.7353	15.5735	4.1538
1733	magnetic resonance imaging	-0.0621	1.0052	3	443	987	64	2018.3281	7.6406	1.7199
1734	main aspect	-0.4671	-0.0461	1	121	143	11	2014.9091	1.2727	0.3902
1735	main concept	-0.2495	-0.5584	1	49	66	11	2015.1818	22.2727	1.9595
1736	main factor	0.6412	-0.0047	2	143	184	18	2015.6111	4.7222	0.6
1737	main objective	0.4338	-0.3982	2	486	849	74	2015.1757	15.0541	1.9426
1738	main question	-0.5131	-0.351	1	85	100	11	2018.2727	5.9091	1.2436
1739	main source	0.6263	-0.2765	2	106	128	11	2015.5455	127.6364	6.5626
1740	maintenance cost	0.4881	-0.4021	2	120	148	16	2017.6875	5.125	1.0293
1741	major area	-0.3898	-0.1819	1	57	75	13	2004.4615	43.6923	5.5809
1742	major cause	0.0027	0.5987	3	195	276	21	2017.5714	5.4762	1.1657
1743	major change	-0.612	-0.0491	1	202	241	18	2015.8889	6	1.56
1744	major component	0.3256	-0.2025	2	106	130	12	2011.8333	10.3333	1.3602
1745	major goal	-0.3242	-0.3776	1	51	60	10	2005.2	6	0.5597
1746	major objective	0.3585	-0.413	2	87	107	12	2011	61.3333	4.8608
1747	malaysia	0.5261	-0.3421	2	200	273	21	2015.8571	6.7619	0.9567
1748	male	0.0807	0.9873	3	365	697	38	2019.5789	3.7105	1.0405
1749	malignancy	0.0238	1.2637	3	440	1004	60	2018.5	5.5167	1.653
1750	mammogram	0.0181	1.2733	3	184	380	22	2019.4545	9.2273	3.0912
1751	mammography	-0.1389	1.1374	3	324	761	44	2017.8864	15.3182	3.0335
1752	mankind	-0.5225	-0.3539	1	265	381	37	2015.6486	2.3243	0.411
1753	manual method	0.2887	0.695	3	69	87	10	2012.1	2.1	0.2416
1754	manufacturing industry	0.0863	-0.4731	1	108	143	23	2016.8261	8.087	1.51
1755	manufacturing process	0.3803	-0.5139	2	231	357	45	2010.8444	7.3111	0.9712
1756	manufacturing system	0.0528	-0.5727	1	104	138	28	2002	5.8571	0.7419
1757	mape	1.2787	-0.3127	2	346	749	41	2017.4878	21	2.6567
1758	mar	0.8799	0.2182	2	252	419	21	2015.8095	11.381	1.8764
1759	march	-0.1909	0.4025	3	535	952	59	2016.0678	5.3898	1.9586
1760	marker	0.0829	0.7418	3	574	1204	75	2018.4267	6.2933	1.9283
1761	marketer	-0.627	-0.3139	1	84	127	17	2015.1765	5.8824	1.0353
1762	marketing	-0.4997	-0.2939	1	442	788	114	2017.1228	3.4298	1.1287
1763	marketplace	-0.4836	-0.2876	1	138	162	18	2012.3889	2.4444	0.877
1764	mars	1.5127	-0.1652	2	145	268	17	2017.2353	15.0588	3.6117
1765	mass spectrometry	0.4072	0.5663	4	130	185	17	2014.0588	9.7059	2.1947
1766	massachusetts	-0.5663	-0.5668	1	55	106	17	1999.4706	1.5882	0.2467
1767	master	-0.6501	-0.367	1	202	291	31	2014.3226	3.1613	0.3685
1768	material property	0.4941	-0.4255	2	102	135	15	2015.4	7.1333	1.5489
1769	mathematical equation	0.8661	-0.4515	2	148	214	14	2015	13.8571	2.1405
1770	mathematical model	0.5089	-0.3693	2	676	1379	131	2012.4427	73.687	2.5751
1771	matlab	0.5429	-0.4351	2	309	495	49	2014.7755	4.0612	0.6891
1772	matlab simulink	0.8071	-0.7205	2	131	246	22	2015.6364	2.9091	0.4481
1773	matlab software	0.8053	-0.1918	2	102	135	10	2017.9	2.2	0.6862
1774	maximization	0.57	-0.1831	2	145	190	16	2014.625	13.625	1.9349
1775	maximum	0.5266	-0.2227	2	404	638	43	2014.7209	4.3721	1.0254
1776	maximum power point tracking	0.8194	-0.7662	2	84	160	12	2017.1667	20.0833	2.7829
1777	maximum temperature	1.373	-0.2696	2	148	245	11	2018.8182	9.4545	3.6275
1778	may	-0.2381	0.4634	3	600	1092	69	2015.8116	6.6087	2.1301
1779	mccarthy	-0.4541	-0.4621	1	153	193	16	2000.5	219.8125	12.0621
1780	mean absolute error	1.2115	0.0238	2	492	1141	58	2018.431	15.5517	3.054
1781	mean absolute percentage error	1.1708	-0.24	2	277	502	30	2018.0667	9.9	2.6983
1782	mean age	0.2359	1.2073	3	317	642	29	2019.7241	2.7241	3.0604
1783	mean square error	1.3449	-0.1882	2	466	1280	66	2016.9697	13.8485	2.0296
1784	mean squared error	1.1033	-0.1313	2	319	571	34	2016.4706	25.3824	3.0017
1785	mean value	0.6993	-0.0967	2	137	171	13	2013.6154	5.4615	0.659
1786	meaning	-0.5173	-0.4828	1	550	1118	138	2010.3913	7.5942	0.8088
1787	mechanical engineering	0.0687	-0.6859	1	71	95	14	2014.7143	4.6429	2.0134
1788	mechanical property	1.0705	-0.3831	2	224	401	33	2015.9394	10.3333	1.9786
1789	median	0.3229	1.0963	3	231	409	16	2018.6875	0.8125	0.185
1790	median age	0.0515	1.0936	3	223	320	14	2019.5714	9.7857	2.7236
1791	medical	-0.4032	0.3336	3	241	361	26	2018.5385	10.1154	6.356
1792	medical ai	-0.5933	0.2915	1	163	213	16	2019.625	6.625	1.5719
1793	medical artificial intelligence	-0.6073	0.0245	1	183	272	37	2008.1622	3.7027	0.9493
1794	medical care	-0.4324	0.3517	3	404	659	54	2018.5926	11.1667	2.3224
1795	medical community	-0.3855	0.4926	3	205	284	20	2014.25	6.85	1.4025
1796	medical condition	-0.3741	0.5072	3	244	362	28	2017.0714	6.1429	1.63
1797	medical decision	-0.4907	0.5102	3	152	201	17	2017.6471	15.5882	3.5508
1798	medical device	-0.5558	0.3841	3	287	483	39	2019.1795	5.8205	1.4044
1799	medical education	-0.6997	0.1688	1	211	353	39	2012.1282	6.7179	3.3155
1800	medical error	-0.5081	0.6331	3	159	219	17	2017.5882	52.5294	11.3809
1801	medical expert	-0.1944	0.6639	3	156	213	13	2016.7692	19.6154	5.1975
1802	medical field	-0.3459	0.5541	3	567	1134	83	2018.9157	5.5783	1.3666
1803	medical image	-0.2306	0.7094	3	510	1080	80	2017.7875	13.825	2.7586
1804	medical image analysis	-0.4254	0.8833	3	109	150	14	2019.7143	6.8571	2.2428
1805	medical imaging	-0.4296	0.7368	3	572	1451	128	2018.5234	10.6016	3.8844
1806	medical informatic	-0.3585	0.162	3	99	123	12	2008.9167	7.9167	0.9129
1807	medical practice	-0.5043	0.444	3	394	685	56	2017.6071	13.0714	3.3619
1808	medical professional	-0.5922	0.2893	3	198	263	21	2018.619	9.381	2.4902
1809	medical record	-0.3016	0.8798	3	260	441	25	2018.04	7.08	1.382
1810	medical research	-0.5197	0.5113	3	265	407	33	2017.0303	7.6061	2.3323
1811	medical resource	-0.3362	0.6498	3	173	243	16	2018.6875	2.75	0.7178
1812	medical service	-0.4279	0.3	3	233	314	21	2019.3333	3.7619	0.9433
1813	medical specialty	-0.6805	0.6163	3	133	172	12	2019.5	6.9167	1.8692
1814	medical staff	-0.136	0.5546	3	157	208	13	2016.4615	6.3846	0.921
1815	medical student	-0.616	0.2211	1	168	321	33	2016.2121	7.0909	1.8556
1816	medical technology	-0.5032	0.3215	3	201	274	22	2019.1364	4.2273	1.4025
1817	medication	-0.3967	0.4265	3	298	487	33	2018.9394	6.4242	2.5253
1818	medline	-0.3184	0.9977	3	440	1028	51	2019.2549	7.4118	3.8956
1819	meeting	-0.4389	0.3801	3	476	906	68	2010.8088	10.2941	2.1806
1820	melanoma	-0.1472	1.0476	3	249	487	29	2017.6897	10.2414	2.6673
1821	membership function	0.9167	-0.4479	2	243	400	32	2013.8438	7.75	0.8571
1822	mental health	-0.6267	0.2135	1	199	316	34	2019.1471	4.6765	1.2506
1823	meta analysis	-0.2967	1.102	3	406	971	59	2019.5254	4.4915	2.013
1824	metabolism	0.2711	0.436	4	166	246	20	2016.85	12.5	2.6406
1825	metabolite	0.4311	0.4729	3	160	220	13	2015.3846	6	1.2139
1826	metal	0.7562	-0.3346	2	301	538	48	2013.7292	7.5625	1.3582
1827	metaphor	-0.4651	-0.5453	1	243	353	53	2005	9.3774	1.8264
1828	meteorological data	1.3298	-0.385	2	182	343	20	2017	34.25	2.6314
1829	mexico	0.0008	-0.2809	1	202	260	25	2011.08	9.76	1.0618
1830	mg l	1.3344	-0.222	2	124	174	10	2016.9	12.1	1.8512
1831	microcomputer	-0.0446	-0.5417	1	78	100	17	1990.2353	1.3529	0.1315
